movieCd,image,link,userRating
20183050,https://ssl.pstatic.net/imgmovie/mdi/mit110/1763/176354_P13_150227.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176354,9.31
20182935,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179139_P14_100455.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179139,8.76
20182669,https://ssl.pstatic.net/imgmovie/mdi/mit110/1546/154653_P12_102646.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154653,8.84
20186822,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175318_P15_105507.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175318,8.25
20170513,https://ssl.pstatic.net/imgmovie/mdi/mit110/1666/166610_P58_154049.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166610,5.33
20189869,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164147_P46_165808.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164147,7.49
20174981,https://ssl.pstatic.net/imgmovie/mdi/mit110/1604/160487_P48_113750.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160487,5.07
20010291,https://ssl.pstatic.net/imgmovie/mdi/mit110/0306/30688_P28_142632.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30688,9.22
20179006,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171750_P05_173050.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171750,4.21
20181404,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164155_P03_122329.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164155,6.03
20180523,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168050_P19_100458.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168050,9.15
20182693,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172819_P01_163303.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172819,7.39
20180987,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170879_P03_161546.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,6.30
20179189,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167105_P28_103614.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167105,8.32
20189067,https://ssl.pstatic.net/imgmovie/mdi/mit110/1553/155356_P29_104216.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155356,9.10
20182403,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168047_P06_140254.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168047,7.05
20186321,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168058_P18_101211.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168058,6.95
20177221,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119428_P08_114709.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119428,7.90
20189123,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168023_P15_161116.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168023,8.95
20176122,https://ssl.pstatic.net/imgmovie/mdi/mit110/1635/163533_P99_105455.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163533,8.00
20184678,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174807_P19_111000.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174807,5.35
20187521,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177381_P01_144141.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177381,6.63
20180628,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167481_P05_145414.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167481,7.03
20180770,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178402_P16_115047.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178402,5.15
